head,rel,tail,score,in,head_ent,rel_ent,tail_ent,uid,head_id,tail_id
17007,3,41349,59.249412536621094,False,Imatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00619,kg4rd:18876
17305,3,41349,59.22151565551758,False,Niraparib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11793,kg4rd:18876
26028,3,41349,59.18901824951172,False,Rivoceranib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB14765,kg4rd:18876
18584,3,41349,59.1790657043457,False,Brigatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12267,kg4rd:18876
16802,3,41349,59.15174102783203,True,Prednisone:drug,indication,mantle cell lymphoma:disease,D020522:35763708:Q3NvMrLFPuoo6mRSYQRH7b,kg4rd:DB00635,kg4rd:18876
17384,3,41349,59.093788146972656,False,Asparaginase Escherichia coli:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00023,kg4rd:18876
18049,3,41349,58.962921142578125,False,Idarubicin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01177,kg4rd:18876
17366,3,41349,58.92508316040039,False,Tepotinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15133,kg4rd:18876
18570,3,41349,58.9011116027832,True,Duvelisib:drug,indication,mantle cell lymphoma:disease,D020522:36882482:a8kufG5n6qV7g97vuhRYYb,kg4rd:DB11952,kg4rd:18876
17332,3,41349,58.88649368286133,False,Darolutamide:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12941,kg4rd:18876
17690,3,41349,58.87133026123047,False,Mitoxantrone:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01204,kg4rd:18876
17978,3,41349,58.84684753417969,False,Loncastuximab tesirine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16222,kg4rd:18876
17662,3,41349,58.81428909301758,False,Mercaptopurine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01033,kg4rd:18876
17331,3,41349,58.782920837402344,False,Quizartinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12874,kg4rd:18876
16843,3,41349,58.71893310546875,False,Genistein:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01645,kg4rd:18876
17565,3,41349,58.41563034057617,False,Seliciclib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB06195,kg4rd:18876
17202,3,41349,58.323909759521484,False,Vandetanib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB05294,kg4rd:18876
18559,3,41349,58.321311950683594,False,Ribociclib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11730,kg4rd:18876
18178,3,41349,58.31718063354492,False,Mitomycin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00305,kg4rd:18876
17300,3,41349,58.26673889160156,False,Encorafenib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11718,kg4rd:18876
23751,3,41349,58.20331573486328,False,Sintilimab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15765,kg4rd:18876
